UserID,DestinationID,Preferences,TripPurpose,GroupSize,TravelMode,Cost,TotalSpend,StayDuration,BookingSource,Weather,BudgetCategory,DurationCategory,ExperienceRating,SatisfactionScore,VisitDate
978,6691,Religious,Honeymoon,Family,Car,58890,66271,8,Yatra,Sunny,Medium Budget,Short Trip,5,Satisfied,11-02-2025
5679,7799,Leisure,Business,Couple,Cab,42971,48453,10,MakeMyTrip,Windy,Low Budget,Medium Trip,9,Highly Satisfied,17-05-2024
5785,7074,Family,Leisure,Group,Bus,23063,28168,3,Goibibo,Hot,Low Budget,Long Trip,6,Neutral,07-12-2025
6552,7873,Business,Honeymoon,Solo,Train,27203,30463,7,,Windy,Luxury,Medium Trip,10,Satisfied,12-10-2024
1327,5917,Family,Business,Group,Car,4518,8325,8,Yatra,Windy,Low Budget,Short Trip,8,Unsatisfied,19-03-2024
2777,7650,Family,Family,Couple,Car,44388,45056,3,Goibibo,Windy,Low Budget,Medium Trip,2,Unsatisfied,04-02-2025
686,8756,Family,Honeymoon,Group,Car,26970,32311,7,MakeMyTrip,Hot,Luxury,Long Trip,5,Neutral,26-05-2024
2910,5181,Family,Religious,Group,Train,48506,57808,7,MakeMyTrip,Sunny,Medium Budget,Short Trip,5,Neutral,17-10-2024
3278,8604,Family,Business,Group,Car,29131,32278,4,Booking.com,Hot,Medium Budget,Long Trip,7,Unsatisfied,17-11-2025
2586,7793,Family,Honeymoon,Family,Bus,52710,54910,1,Booking.com,Hot,Medium Budget,Short Trip,9,Neutral,09-02-2025
4997,5777,Business,Religious,Group,Flight,11041,12093,1,Yatra,Cold,Luxury,Medium Trip,1,Neutral,06-08-2024
3173,8696,Family,Honeymoon,Solo,Bus,46990,48174,6,Cleartrip,Pleasant,Luxury,Medium Trip,5,Unsatisfied,03-05-2024
2450,5478,Leisure,Family,Couple,Car,4318,6685,7,Booking.com,Rainy,Medium Budget,Short Trip,4,Neutral,20-03-2025
4926,8037,Business,Leisure,Group,Bus,56943,59249,3,Booking.com,Pleasant,Medium Budget,Short Trip,3,Unsatisfied,24-04-2024
4738,5678,Family,Leisure,Family,Cab,33177,40428,6,Cleartrip,Cold,Medium Budget,Short Trip,5,Highly Satisfied,05-07-2024
3420,8217,Leisure,Business,Group,Flight,29223,33270,7,Yatra,Sunny,Luxury,Short Trip,2,Satisfied,19-03-2024
6221,8284,Religious,Family,Solo,Car,46329,53001,4,Yatra,Hot,Medium Budget,Long Trip,6,Neutral,29-09-2025
5674,5445,Business,Leisure,Solo,Car,6871,16161,2,Booking.com,Cold,Low Budget,Short Trip,6,Highly Satisfied,28-04-2024
2702,8575,Family,Honeymoon,Group,Train,14567,24187,1,Booking.com,Pleasant,Low Budget,Long Trip,9,Unsatisfied,06-11-2024
3829,9297,Adventure,Family,Group,Flight,26642,31646,8,MakeMyTrip,Cold,Medium Budget,Long Trip,1,Highly Satisfied,12-03-2025
1605,8533,Religious,Leisure,Group,Flight,5446,7101,8,,Cold,Low Budget,Medium Trip,8,Neutral,26-09-2024
4076,5431,Family,Leisure,Group,Cab,41661,48237,1,,Pleasant,Luxury,Medium Trip,10,Satisfied,31-01-2024
3209,8848,Religious,Family,Family,Flight,19415,24853,5,Booking.com,Windy,Luxury,Short Trip,2,Neutral,24-08-2025
4537,6022,Family,Adventure,Couple,Cab,56349,62222,10,Yatra,Rainy,Low Budget,Long Trip,3,Unsatisfied,26-10-2024
3916,7018,Family,Religious,Solo,Bus,49865,50798,3,,Hot,Medium Budget,Short Trip,5,Neutral,12-03-2024
100,9726,Leisure,Religious,Couple,Train,51909,56881,1,Goibibo,Windy,Luxury,Long Trip,7,Unsatisfied,26-04-2024
2137,6180,Adventure,Honeymoon,Solo,Bus,4426,6712,4,Goibibo,Cold,Low Budget,Long Trip,10,Highly Satisfied,20-10-2024
2768,6070,Religious,Religious,Solo,Bus,12762,20068,2,Goibibo,Cold,Medium Budget,Medium Trip,5,Highly Satisfied,23-06-2024
6493,5697,Leisure,Business,Group,Flight,52719,60320,1,Cleartrip,Pleasant,Medium Budget,Medium Trip,8,Neutral,30-05-2024
2151,7226,Adventure,Honeymoon,Solo,Bus,17738,18295,8,,Cold,Luxury,Long Trip,4,Unsatisfied,23-03-2024
7236,4925,Business,Family,Solo,Car,36051,40261,8,Cleartrip,Pleasant,Luxury,Medium Trip,1,Unsatisfied,18-10-2025
4873,6645,Leisure,Business,Group,Flight,46392,55999,10,Cleartrip,Pleasant,Low Budget,Long Trip,7,Highly Satisfied,08-08-2024
3080,6041,Family,Religious,Solo,Cab,30068,39453,3,Goibibo,Hot,Low Budget,Medium Trip,8,Neutral,03-03-2024
5833,9249,Family,Adventure,Group,Flight,28658,37934,7,Yatra,Windy,Medium Budget,Short Trip,10,Satisfied,30-06-2024
129,9651,Adventure,Business,Group,Train,2135,6427,6,Booking.com,Hot,Luxury,Medium Trip,10,Neutral,01-08-2025
6231,7043,Family,Leisure,Family,Flight,58893,64966,3,MakeMyTrip,Hot,Medium Budget,Medium Trip,6,Unsatisfied,16-04-2025
2969,8875,Adventure,Family,Group,Train,35253,38838,3,,Hot,Luxury,Long Trip,4,Neutral,13-12-2024
71,5316,Business,Honeymoon,Solo,Flight,55518,65000,10,MakeMyTrip,Hot,Luxury,Medium Trip,4,Highly Satisfied,18-03-2024
4252,6853,Religious,Adventure,Family,Cab,22639,27035,9,,Cold,Medium Budget,Long Trip,9,Unsatisfied,28-12-2023
2247,9424,Leisure,Leisure,Group,Flight,30997,37515,8,Goibibo,Cold,Luxury,Long Trip,8,Unsatisfied,23-10-2024
6686,8420,Business,Adventure,Solo,Cab,51549,58247,2,Goibibo,Pleasant,Luxury,Long Trip,2,Unsatisfied,18-03-2025
1854,9393,Religious,Religious,Solo,Car,18282,25956,6,Goibibo,Hot,Luxury,Long Trip,10,Satisfied,03-06-2025
6477,6607,Adventure,Leisure,Solo,Car,21580,22231,10,Goibibo,Hot,Low Budget,Short Trip,4,Highly Satisfied,02-06-2025
4088,9320,Family,Adventure,Couple,Cab,16201,21369,6,Yatra,Rainy,Low Budget,Long Trip,9,Satisfied,27-11-2024
5902,6745,Religious,Leisure,Family,Flight,49988,55075,10,,Pleasant,Luxury,Long Trip,9,Neutral,21-06-2024
5225,9006,Leisure,Leisure,Group,Bus,42453,45029,3,Yatra,Windy,Medium Budget,Short Trip,8,Neutral,29-04-2024
3493,4913,Religious,Business,Couple,Flight,49289,54242,2,MakeMyTrip,Hot,Medium Budget,Medium Trip,1,Highly Satisfied,25-07-2025
7177,5268,Family,Family,Couple,Car,23194,29726,5,,Cold,Medium Budget,Medium Trip,5,Satisfied,02-05-2025
933,5270,Leisure,Adventure,Couple,Cab,58917,59835,3,Goibibo,Windy,Medium Budget,Medium Trip,8,Unsatisfied,10-03-2024
277,9676,Family,Religious,Group,Cab,50397,58212,7,MakeMyTrip,Hot,Low Budget,Medium Trip,8,Highly Satisfied,27-04-2024
933,7246,Family,Honeymoon,Family,Train,5241,7254,1,MakeMyTrip,Sunny,Medium Budget,Medium Trip,6,Highly Satisfied,26-10-2025
3949,6386,Business,Leisure,Couple,Flight,21060,23652,1,Cleartrip,Rainy,Luxury,Long Trip,8,Unsatisfied,07-02-2025
6521,8895,Religious,Business,Couple,Bus,52127,54777,2,,Rainy,Luxury,Long Trip,10,Satisfied,09-01-2025
6108,6020,Religious,Leisure,Family,Train,15130,16488,8,Cleartrip,Pleasant,Low Budget,Long Trip,2,Satisfied,30-12-2023
4819,6876,Business,Family,Family,Cab,13110,17236,9,MakeMyTrip,Windy,Medium Budget,Long Trip,9,Highly Satisfied,21-03-2024
5828,9325,Family,Adventure,Group,Bus,52845,58957,9,Cleartrip,Pleasant,Low Budget,Long Trip,10,Neutral,10-08-2025
869,5476,Adventure,Adventure,Couple,Car,58489,60499,6,Goibibo,Sunny,Low Budget,Medium Trip,5,Unsatisfied,05-11-2024
1036,5488,Adventure,Family,Couple,Cab,10933,20829,3,MakeMyTrip,Cold,Low Budget,Medium Trip,10,Highly Satisfied,04-03-2025
4986,6740,Leisure,Honeymoon,Solo,Flight,15451,19842,9,Booking.com,Pleasant,Low Budget,Long Trip,10,Highly Satisfied,14-09-2024
1000,9217,Family,Family,Family,Flight,49877,52889,3,Yatra,Cold,Low Budget,Short Trip,3,Neutral,15-11-2024
3257,8278,Adventure,Business,Group,Flight,56991,61632,3,Goibibo,Windy,Medium Budget,Medium Trip,9,Unsatisfied,26-03-2025
5574,7432,Business,Family,Family,Car,35478,39232,5,Yatra,Cold,Medium Budget,Medium Trip,7,Satisfied,26-04-2024
2784,7221,Religious,Business,Group,Car,27147,28869,5,Booking.com,Rainy,Medium Budget,Long Trip,5,Neutral,03-09-2024
1769,7876,Leisure,Business,Solo,Cab,7395,9016,2,Cleartrip,Rainy,Luxury,Short Trip,10,Satisfied,15-08-2025
3311,5613,Adventure,Leisure,Couple,Car,8508,12156,3,Yatra,Pleasant,Low Budget,Medium Trip,4,Highly Satisfied,06-05-2024
3972,9216,Religious,Honeymoon,Group,Car,34777,37891,7,MakeMyTrip,Pleasant,Luxury,Short Trip,2,Unsatisfied,01-08-2025
5960,9008,Leisure,Honeymoon,Group,Flight,11698,20327,5,Cleartrip,Hot,Medium Budget,Long Trip,2,Neutral,10-02-2025
914,6775,Family,Leisure,Couple,Cab,41245,44689,9,Goibibo,Cold,Medium Budget,Short Trip,2,Neutral,19-06-2025
5952,5509,Leisure,Adventure,Solo,Flight,31627,39340,3,Cleartrip,Hot,Low Budget,Medium Trip,3,Satisfied,04-01-2025
1936,9360,Business,Religious,Group,Car,11454,15277,3,MakeMyTrip,Cold,Medium Budget,Short Trip,6,Neutral,20-09-2024
1777,6687,Adventure,Leisure,Couple,Cab,47977,50730,6,Yatra,Windy,Luxury,Medium Trip,6,Neutral,16-11-2025
4044,9641,Family,Honeymoon,Solo,Train,44787,46246,8,MakeMyTrip,Cold,Medium Budget,Long Trip,1,Unsatisfied,12-12-2025
7206,9002,Leisure,Family,Couple,Cab,23563,27244,3,Goibibo,Rainy,Luxury,Short Trip,10,Satisfied,01-04-2025
1198,7621,Leisure,Adventure,Solo,Flight,52671,61558,1,Cleartrip,Windy,Low Budget,Medium Trip,5,Highly Satisfied,18-01-2024
1890,5218,Religious,Honeymoon,Solo,Bus,41704,51598,2,Goibibo,Cold,Low Budget,Short Trip,4,Unsatisfied,16-01-2024
3411,7183,Religious,Business,Couple,Cab,31301,38306,6,,Hot,Medium Budget,Medium Trip,8,Highly Satisfied,06-09-2025
6440,7752,Religious,Leisure,Couple,Car,8810,11851,9,Yatra,Windy,Medium Budget,Long Trip,4,Highly Satisfied,04-08-2025
5321,5024,Religious,Leisure,Family,Train,8237,10865,7,Goibibo,Rainy,Medium Budget,Short Trip,9,Satisfied,27-09-2024
6679,7953,Family,Religious,Couple,Train,31301,39701,10,Goibibo,Cold,Medium Budget,Short Trip,10,Neutral,27-05-2025
5730,6127,Leisure,Family,Solo,Cab,22489,32384,7,Yatra,Rainy,Medium Budget,Short Trip,3,Neutral,27-01-2025
4950,9206,Religious,Adventure,Couple,Train,5258,7718,8,MakeMyTrip,Cold,Low Budget,Medium Trip,1,Highly Satisfied,09-07-2024
3526,5289,Religious,Religious,Solo,Car,40695,44112,5,,Cold,Low Budget,Medium Trip,8,Neutral,06-01-2025
3234,6873,Business,Family,Couple,Flight,37266,42036,1,Goibibo,Rainy,Medium Budget,Medium Trip,1,Unsatisfied,24-04-2025
3087,8682,Business,Adventure,Family,Bus,16110,17295,1,MakeMyTrip,Cold,Luxury,Medium Trip,7,Highly Satisfied,10-06-2024
395,5079,Family,Leisure,Group,Car,25565,34010,1,Goibibo,Rainy,Medium Budget,Medium Trip,4,Satisfied,14-09-2024
5814,5238,Leisure,Honeymoon,Group,Car,38192,39657,1,Yatra,Cold,Luxury,Long Trip,6,Unsatisfied,01-08-2024
1205,8942,Adventure,Adventure,Group,Car,37009,39822,6,Yatra,Hot,Luxury,Long Trip,4,Highly Satisfied,29-10-2025
6347,6343,Leisure,Adventure,Couple,Flight,55002,62848,7,Booking.com,Pleasant,Low Budget,Long Trip,8,Highly Satisfied,17-08-2025
2472,8734,Leisure,Business,Solo,Flight,29073,29951,9,Yatra,Hot,Luxury,Short Trip,5,Neutral,13-12-2025
1035,5944,Adventure,Honeymoon,Family,Flight,32563,41221,7,,Hot,Low Budget,Medium Trip,2,Satisfied,20-04-2025
6661,9281,Religious,Adventure,Solo,Car,25519,28903,4,,Hot,Medium Budget,Medium Trip,6,Satisfied,26-05-2025
2663,7899,Family,Business,Family,Flight,58870,60236,8,Booking.com,Rainy,Low Budget,Long Trip,4,Unsatisfied,01-09-2025
2519,5169,Business,Adventure,Family,Car,10386,12154,1,Goibibo,Rainy,Medium Budget,Long Trip,7,Satisfied,27-06-2025
184,7999,Business,Adventure,Couple,Car,58249,67147,8,Yatra,Windy,Low Budget,Medium Trip,8,Highly Satisfied,31-03-2024
5324,7387,Adventure,Religious,Group,Cab,6069,9818,8,Cleartrip,Sunny,Medium Budget,Long Trip,4,Highly Satisfied,28-01-2024
2716,9552,Adventure,Family,Group,Cab,51572,52700,4,Booking.com,Windy,Medium Budget,Long Trip,3,Neutral,06-09-2025
2954,5482,Religious,Family,Family,Train,52696,56576,6,Cleartrip,Pleasant,Medium Budget,Long Trip,10,Satisfied,28-10-2024
5988,5037,Leisure,Adventure,Family,Car,29320,38285,9,Cleartrip,Sunny,Low Budget,Long Trip,4,Highly Satisfied,24-09-2025
4505,5703,Business,Honeymoon,Group,Car,40813,46541,3,Goibibo,Pleasant,Low Budget,Medium Trip,4,Unsatisfied,26-12-2024
1900,9230,Business,Religious,Couple,Cab,32295,41430,6,Yatra,Pleasant,Low Budget,Medium Trip,1,Highly Satisfied,03-03-2024
5605,5296,Business,Honeymoon,Couple,Cab,5909,10504,1,Cleartrip,Hot,Luxury,Long Trip,9,Unsatisfied,23-07-2025
5833,8675,Business,Leisure,Couple,Cab,46011,47731,5,MakeMyTrip,Hot,Medium Budget,Medium Trip,1,Satisfied,12-12-2025
3256,9607,Business,Adventure,Family,Train,47139,53996,6,MakeMyTrip,Hot,Medium Budget,Short Trip,3,Unsatisfied,31-01-2024
2625,8155,Religious,Business,Group,Bus,37519,40462,5,Goibibo,Cold,Medium Budget,Short Trip,9,Neutral,08-05-2025
4457,9165,Religious,Family,Solo,Flight,57515,64266,6,Yatra,Sunny,Low Budget,Short Trip,10,Satisfied,25-12-2023
2673,7391,Leisure,Adventure,Couple,Cab,7333,14196,3,Yatra,Rainy,Medium Budget,Medium Trip,6,Unsatisfied,06-01-2024
3792,5910,Leisure,Leisure,Couple,Cab,15902,18866,2,Cleartrip,Hot,Low Budget,Medium Trip,3,Neutral,14-04-2025
4986,5458,Leisure,Family,Couple,Bus,55154,62692,6,Goibibo,Windy,Low Budget,Short Trip,5,Satisfied,02-04-2024
6951,4902,Family,Business,Group,Flight,8453,9298,3,Goibibo,Hot,Medium Budget,Medium Trip,8,Highly Satisfied,01-02-2024
4704,8563,Religious,Adventure,Family,Train,7681,10395,6,,Cold,Low Budget,Short Trip,2,Satisfied,27-03-2024
3358,5668,Family,Religious,Couple,Flight,50707,54778,4,Yatra,Windy,Low Budget,Short Trip,3,Unsatisfied,11-09-2025
2494,7744,Religious,Family,Group,Train,44281,46839,1,MakeMyTrip,Windy,Medium Budget,Long Trip,3,Satisfied,13-09-2025
1875,6050,Adventure,Business,Family,Bus,24530,25251,1,MakeMyTrip,Hot,Low Budget,Medium Trip,8,Neutral,21-11-2024
144,8781,Business,Family,Couple,Flight,41182,47189,3,Booking.com,Windy,Low Budget,Long Trip,4,Unsatisfied,04-07-2024
1587,8564,Adventure,Honeymoon,Group,Flight,43372,44934,6,Booking.com,Windy,Low Budget,Short Trip,4,Neutral,03-12-2024
2127,7267,Adventure,Leisure,Solo,Flight,39257,42566,9,Cleartrip,Hot,Luxury,Short Trip,3,Satisfied,06-07-2025
5968,6360,Family,Family,Group,Cab,42798,45507,5,,Windy,Luxury,Short Trip,10,Neutral,30-04-2025
1641,7785,Religious,Religious,Family,Flight,44250,45523,10,Goibibo,Hot,Medium Budget,Long Trip,4,Neutral,13-03-2024
1641,6576,Family,Business,Family,Train,39615,43162,4,MakeMyTrip,Hot,Medium Budget,Short Trip,5,Unsatisfied,06-05-2025
2344,7662,Leisure,Leisure,Solo,Car,7843,9659,2,Cleartrip,Hot,Luxury,Short Trip,5,Highly Satisfied,04-07-2025
5564,8281,Leisure,Honeymoon,Group,Bus,51341,52597,9,,Rainy,Medium Budget,Short Trip,2,Highly Satisfied,30-01-2024
1200,6208,Business,Adventure,Couple,Flight,35545,37976,2,Cleartrip,Windy,Medium Budget,Long Trip,7,Satisfied,12-02-2024
4706,6054,Adventure,Family,Group,Car,56056,65691,2,Goibibo,Sunny,Low Budget,Short Trip,9,Unsatisfied,03-10-2024
4951,9419,Religious,Religious,Couple,Cab,51190,53522,1,Booking.com,Pleasant,Medium Budget,Short Trip,10,Neutral,18-02-2024
2574,5567,Religious,Adventure,Solo,Cab,47644,48860,8,MakeMyTrip,Rainy,Luxury,Medium Trip,10,Neutral,20-09-2025
7234,6380,Religious,Leisure,Group,Flight,43971,50346,5,,Sunny,Low Budget,Long Trip,2,Satisfied,29-03-2025
5849,6521,Leisure,Religious,Group,Bus,58199,66540,4,Booking.com,Pleasant,Luxury,Medium Trip,1,Highly Satisfied,26-03-2025
3419,9442,Business,Religious,Solo,Train,15164,18396,6,,Rainy,Luxury,Long Trip,7,Neutral,13-04-2025
2337,8760,Family,Adventure,Family,Car,50050,52929,7,Cleartrip,Pleasant,Medium Budget,Medium Trip,7,Satisfied,29-12-2023
4314,9148,Adventure,Family,Family,Train,4844,11240,3,Booking.com,Windy,Luxury,Medium Trip,2,Unsatisfied,13-10-2024
6821,9061,Family,Family,Group,Train,6085,10555,9,Yatra,Cold,Low Budget,Short Trip,2,Unsatisfied,07-08-2025
5908,5688,Adventure,Adventure,Couple,Bus,28384,37109,1,Cleartrip,Hot,Low Budget,Long Trip,1,Highly Satisfied,04-03-2025
1905,6414,Family,Leisure,Couple,Cab,49763,57780,5,Goibibo,Rainy,Medium Budget,Long Trip,7,Neutral,08-07-2024
2399,8070,Adventure,Religious,Group,Train,39404,40267,1,Booking.com,Pleasant,Low Budget,Medium Trip,7,Neutral,10-02-2024
3036,6653,Adventure,Religious,Group,Flight,14081,23864,2,,Pleasant,Luxury,Medium Trip,5,Highly Satisfied,22-05-2024
2513,9221,Religious,Honeymoon,Group,Train,28139,33597,10,Booking.com,Pleasant,Medium Budget,Short Trip,9,Satisfied,04-05-2025
4314,5850,Leisure,Honeymoon,Group,Flight,33445,41353,10,,Cold,Low Budget,Long Trip,2,Highly Satisfied,12-03-2025
6152,7051,Family,Business,Group,Car,51086,52516,3,,Cold,Luxury,Short Trip,1,Neutral,28-06-2025
3434,7104,Business,Leisure,Solo,Cab,8102,16103,5,Booking.com,Pleasant,Medium Budget,Long Trip,8,Neutral,16-09-2025
406,5815,Adventure,Adventure,Couple,Cab,14118,17876,7,Yatra,Windy,Luxury,Long Trip,6,Satisfied,31-07-2025
5126,9878,Family,Leisure,Couple,Cab,27960,37751,5,Cleartrip,Cold,Luxury,Medium Trip,1,Unsatisfied,31-03-2025
395,7590,Family,Business,Couple,Car,52047,58853,9,,Sunny,Luxury,Long Trip,4,Highly Satisfied,11-02-2025
2975,6599,Business,Honeymoon,Solo,Flight,2537,7335,2,Booking.com,Windy,Low Budget,Short Trip,10,Neutral,27-12-2024
6222,6369,Leisure,Business,Family,Bus,46736,54364,4,Yatra,Sunny,Medium Budget,Medium Trip,8,Neutral,08-09-2024
2146,7464,Leisure,Honeymoon,Couple,Flight,46282,55416,9,Booking.com,Hot,Low Budget,Medium Trip,1,Neutral,19-05-2025
3905,8157,Adventure,Adventure,Couple,Train,5666,8712,3,,Sunny,Luxury,Long Trip,10,Highly Satisfied,11-06-2025
638,8022,Business,Adventure,Couple,Bus,19702,24856,2,MakeMyTrip,Windy,Low Budget,Short Trip,7,Highly Satisfied,04-09-2024
3573,5410,Business,Honeymoon,Family,Flight,37691,39701,10,,Pleasant,Luxury,Short Trip,5,Neutral,16-04-2024
3526,5608,Religious,Business,Solo,Bus,54874,59796,9,,Sunny,Medium Budget,Medium Trip,9,Unsatisfied,20-12-2023
6663,7267,Leisure,Family,Group,Bus,12912,18629,1,Booking.com,Cold,Medium Budget,Short Trip,3,Unsatisfied,22-08-2025
2138,8891,Religious,Leisure,Solo,Train,20791,26073,1,Yatra,Sunny,Luxury,Short Trip,3,Satisfied,29-07-2024
5887,6082,Business,Business,Family,Bus,26350,30483,1,MakeMyTrip,Cold,Medium Budget,Medium Trip,8,Highly Satisfied,26-03-2025
4465,8581,Adventure,Adventure,Couple,Flight,4610,6368,9,MakeMyTrip,Hot,Luxury,Medium Trip,6,Unsatisfied,06-06-2025
2707,7262,Religious,Leisure,Solo,Flight,48450,55432,7,,Hot,Low Budget,Long Trip,4,Highly Satisfied,31-01-2025
4194,9620,Adventure,Leisure,Group,Cab,38282,46077,4,,Sunny,Luxury,Long Trip,6,Highly Satisfied,12-04-2024
515,8292,Leisure,Business,Group,Car,28239,32802,6,Yatra,Rainy,Low Budget,Long Trip,5,Neutral,19-10-2024
3911,9792,Adventure,Family,Family,Train,25795,26672,3,Booking.com,Hot,Luxury,Short Trip,1,Unsatisfied,21-12-2024
7254,5855,Adventure,Business,Solo,Flight,26049,26899,10,Booking.com,Hot,Low Budget,Medium Trip,5,Highly Satisfied,27-08-2024
6448,6004,Adventure,Honeymoon,Group,Flight,39933,49581,4,Yatra,Rainy,Low Budget,Short Trip,1,Highly Satisfied,11-12-2025
2474,5728,Family,Business,Family,Car,7412,15729,3,Booking.com,Hot,Low Budget,Long Trip,7,Highly Satisfied,26-06-2024
4,7330,Leisure,Family,Solo,Cab,9574,16400,5,Cleartrip,Hot,Low Budget,Long Trip,3,Neutral,01-06-2025
174,6544,Leisure,Business,Family,Bus,18805,21418,6,,Cold,Luxury,Medium Trip,3,Satisfied,19-06-2024
1968,5942,Business,Adventure,Family,Flight,13106,17699,7,Goibibo,Pleasant,Medium Budget,Long Trip,10,Unsatisfied,18-03-2025
1351,6217,Leisure,Adventure,Couple,Car,13215,15868,1,Goibibo,Hot,Medium Budget,Long Trip,10,Highly Satisfied,22-04-2025
5766,5786,Adventure,Leisure,Couple,Cab,59113,60435,6,MakeMyTrip,Pleasant,Low Budget,Long Trip,4,Neutral,19-12-2024
2612,8013,Adventure,Adventure,Family,Flight,54224,63510,2,,Sunny,Low Budget,Long Trip,6,Highly Satisfied,14-04-2025
1291,9415,Business,Honeymoon,Solo,Flight,10511,18432,7,,Pleasant,Medium Budget,Short Trip,3,Highly Satisfied,25-10-2024
2852,5959,Leisure,Business,Couple,Bus,28506,30824,10,Cleartrip,Sunny,Medium Budget,Short Trip,6,Satisfied,06-07-2025
7261,6430,Adventure,Honeymoon,Family,Bus,23179,27044,9,Cleartrip,Sunny,Low Budget,Short Trip,6,Highly Satisfied,29-11-2024
3585,7307,Leisure,Family,Couple,Car,57906,59984,6,Cleartrip,Pleasant,Medium Budget,Short Trip,10,Highly Satisfied,16-09-2025
2289,9345,Leisure,Family,Solo,Bus,31866,35947,9,Goibibo,Pleasant,Low Budget,Medium Trip,6,Neutral,31-01-2024
6522,7804,Religious,Religious,Couple,Bus,5684,8596,4,,Cold,Low Budget,Short Trip,7,Neutral,01-11-2025
50,7514,Family,Adventure,Solo,Car,8377,11954,10,,Cold,Luxury,Long Trip,3,Unsatisfied,17-09-2024
5356,5111,Adventure,Honeymoon,Family,Cab,49019,54065,9,Cleartrip,Hot,Low Budget,Long Trip,7,Satisfied,09-07-2025
564,7018,Leisure,Family,Group,Flight,38769,44258,9,Yatra,Rainy,Low Budget,Short Trip,10,Satisfied,18-06-2024
5255,5222,Religious,Religious,Couple,Flight,41614,45066,5,Cleartrip,Hot,Medium Budget,Medium Trip,9,Satisfied,04-05-2025
3406,5093,Leisure,Business,Family,Cab,2983,8886,2,Booking.com,Cold,Low Budget,Medium Trip,3,Highly Satisfied,25-06-2025
1371,8655,Family,Adventure,Group,Train,4304,8551,7,Yatra,Rainy,Low Budget,Medium Trip,2,Neutral,09-02-2024
6450,6731,Religious,Business,Group,Train,10653,11551,10,Goibibo,Pleasant,Medium Budget,Medium Trip,7,Unsatisfied,09-01-2024
693,5392,Family,Adventure,Couple,Bus,30890,36460,2,Cleartrip,Cold,Luxury,Short Trip,7,Highly Satisfied,06-01-2025
16,5282,Adventure,Honeymoon,Solo,Bus,23722,28016,8,MakeMyTrip,Windy,Medium Budget,Medium Trip,7,Highly Satisfied,04-03-2024
7141,7606,Business,Honeymoon,Solo,Cab,30371,39187,5,Yatra,Hot,Medium Budget,Medium Trip,8,Satisfied,24-08-2025
2997,9589,Religious,Leisure,Solo,Train,9547,11463,1,Cleartrip,Hot,Luxury,Medium Trip,1,Unsatisfied,02-10-2024
3754,9412,Adventure,Honeymoon,Couple,Bus,58099,66219,10,MakeMyTrip,Cold,Low Budget,Medium Trip,2,Highly Satisfied,20-04-2024
2003,9813,Religious,Adventure,Solo,Flight,28009,37091,4,Goibibo,Windy,Medium Budget,Medium Trip,10,Highly Satisfied,23-07-2025
2096,5042,Family,Religious,Couple,Train,26607,27470,1,Goibibo,Rainy,Medium Budget,Long Trip,10,Highly Satisfied,30-10-2024
6267,5338,Business,Religious,Group,Bus,45789,49279,6,Yatra,Hot,Low Budget,Medium Trip,6,Satisfied,11-03-2025
1298,9279,Leisure,Religious,Group,Flight,59129,66707,9,Cleartrip,Pleasant,Luxury,Short Trip,10,Highly Satisfied,09-09-2024
5763,5835,Religious,Leisure,Family,Car,24995,31260,10,Yatra,Rainy,Medium Budget,Long Trip,3,Highly Satisfied,16-01-2025
5927,9297,Religious,Adventure,Couple,Train,49345,56819,7,,Rainy,Luxury,Medium Trip,4,Neutral,02-11-2024
5859,5181,Leisure,Family,Couple,Car,12455,20618,9,Yatra,Rainy,Medium Budget,Short Trip,6,Unsatisfied,14-04-2025
1249,7493,Adventure,Family,Solo,Train,56824,61875,10,MakeMyTrip,Windy,Luxury,Short Trip,6,Highly Satisfied,25-07-2024
6532,8203,Business,Business,Family,Car,36621,41458,10,Booking.com,Rainy,Medium Budget,Short Trip,6,Satisfied,19-12-2023
3551,9455,Family,Family,Solo,Car,15677,18031,8,Booking.com,Pleasant,Low Budget,Medium Trip,3,Satisfied,31-01-2025
4059,5479,Business,Honeymoon,Couple,Flight,29162,32725,4,Booking.com,Pleasant,Medium Budget,Short Trip,3,Neutral,06-04-2024
7066,8040,Business,Business,Family,Cab,14068,23402,4,MakeMyTrip,Rainy,Medium Budget,Long Trip,10,Unsatisfied,17-04-2024
1859,6227,Business,Religious,Group,Bus,47379,54132,2,Goibibo,Cold,Luxury,Short Trip,4,Highly Satisfied,27-11-2025
3578,8871,Family,Adventure,Group,Train,55972,63398,1,Cleartrip,Sunny,Low Budget,Short Trip,6,Neutral,10-11-2024
199,8826,Adventure,Religious,Couple,Flight,6269,14853,8,Goibibo,Cold,Luxury,Short Trip,7,Unsatisfied,21-04-2025
5606,5482,Business,Religious,Solo,Bus,33922,38106,10,Yatra,Cold,Luxury,Long Trip,7,Highly Satisfied,11-01-2024
3324,5215,Leisure,Family,Couple,Cab,49938,54403,9,MakeMyTrip,Rainy,Low Budget,Long Trip,6,Satisfied,26-08-2025
5611,7884,Family,Religious,Family,Car,27209,36518,2,,Rainy,Medium Budget,Long Trip,4,Unsatisfied,25-02-2025
1576,6244,Religious,Family,Family,Train,30020,32998,7,Booking.com,Rainy,Luxury,Short Trip,10,Neutral,13-10-2024
